ReE,ImE,hook,straight,diff
-2.5,-1.0,5.64900038723664e-6,5.6490008915705745e-6,-5.043339344033165e-13
-1.5,-0.5,6.7677672888892945e-6,6.767767151414447e-6,1.3747484748483476e-13
-0.5,0.5,2.4260120166281634e-5,2.426026412348119e-5,-1.4395719955451105e-10
-1.0,0.0,8.351996818989697e-6,8.351996116746603e-6,7.022430935908243e-13
